	TitleBlock	DescriptionBlock	CourseID	CourseName	Credits	tf_idf_vector	Top10Recommendations
1225	BIO 218  Principles of Molecular Biology 4.0 Credits	"The course is designed to familiarize students with the details and concepts revolving around molecular biology's ""central dogma.""  Specifically the chemical nature of DNA and RNA, the molecular structure of DNA and chromosomes, the definition of a gene, how DNA is replicated, and how genes are expresses and regulated."	BIO 218	Principles of Molecular Biology 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 447', 'BIO 449', 'BIO 410', 'CJS 379', 'BMES 471', 'BMES 471', 'BIO 462', 'BIO 219', 'BIO 404', 'BIO 165']
1226	BIO 219   [WI] Techniques in Molecular Biology 3.0 Credits	Designed to familiarize student with laboratory techniques utilized in molecular biology, specifically DNA isolation, characterization, and manipulation.  Students work in teams to collect and analyze data and explain results in laboratory reports.  Weekly recitations preview and review theory and techniques used in the lab.  Some or all pre-requisites may be taken as either a pre-requisite or co-requisite.  Please see the department for more information. This is a writing intensive course.	BIO 219	[WI] Techniques in Molecular Biology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['CHEM 231', 'CHEM 356', 'ENVS 285', 'NURS 200', 'PHYS 186', 'ENVS 287', 'CHEM 357', 'PHYS 282', 'PHYS 188', 'BIO 202']
1227	BIO 220  Essential Microbiology 3.0 Credits	Covers morphological, physiological, and biochemical characteristics of bacteria, fungi, algae, and protozoa, and viruses.  Introduces the principles of microbial genetics, disease, and control of microorganisms.   This course is identical to BIO 221.	BIO 220	Essential Microbiology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 221', 'BIO 226', 'BIO 320', 'BIO 232', 'BIO 444', 'BIO 413', 'PBHL 301', 'CHE 308', 'BMES 337', 'BMES 337']
1228	BIO 221  Microbiology 3.0 Credits	Covers morphological, physiological, and biochemical characteristics of bacteria, fungi, algae, protozoa, and viruses. Introduces the principles of microbial genetics, disease, and control of microorganisms.	BIO 221	Microbiology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 220', 'BIO 226', 'BIO 320', 'BIO 444', 'BIO 232', 'BIO 413', 'CHE 308', 'NFS 415', 'PBHL 301', 'BMES 337']
1229	BIO 222  Microbiology Laboratory 2.0 Credits	An introduction to microbiological techniques, and culture of prokaryotic and eukaryotic organisms.  Includes sterile techniques, and use of specialized microscopic techniques.  Classical and molecular techniques of microbial identification are also covered.	BIO 222	Microbiology Laboratory 	2.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 447', 'FMVD 305', 'BIO 410', 'GEO 301', 'VSST 302', 'ENVS 201', 'MIP 379', 'INFO 355', 'BIO 320', 'ANIM 248']
1230	BIO 224  Form, Function & Evolution of Vertebrates 4.0 Credits	This course is an introduction to principles of organismal biology from the perspective of form, function and evolution of fish, amphibians, reptiles, mammals and birds.   Many biological principles are well known in this group of animals.   Data from areas as diverse as paleontology, ecology and molecular biology will be presented.	BIO 224	Form, Function & Evolution of Vertebrates 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ENVS 284', 'ENVS 352', 'BIO 410', 'ENVS 392', 'BIO 462', 'BMES 471', 'BMES 471', 'GEO 322', 'CMGT 451', 'HIST 118']
1231	BIO 225  Vertebrate Biology and Evolution Laboratory 2.0 Credits	A hands-on laboratory course that complements BIO 224: Form, Function & Evolution of Vertebrates.   Students use the comparative approach to learn about the anatomy, physiology and evolution of vertebrates.  Laboratory work will be on campus and in the field trips to observe vertebrates in nature.	BIO 225	Vertebrate Biology and Evolution Laboratory 	2.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 257', 'GEO 322', 'BIO 256', 'PSY 460', 'BIO 124', 'BIO 389', 'ARTH 150', 'BIO 141', 'GEO 342', 'BIO 108']
1232	BIO 226  Microbiology for Health Professionals 5.0 Credits	An introduction to microbiology for students in the health professions.  Covers the diversity of microorganisms, their growth and how to control them.  An introduction to the principles of disease and pathogenicity, host interaction and immunological response.  Laboratories focus on the basic techniques to culture and student microorganisms.	BIO 226	Microbiology for Health Professionals 	5.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 232', 'BIO 221', 'BIO 220', 'FDSC 270', 'SOC 238', 'PBHL 301', 'CHEM 430', 'THTR 130', 'ENVS 260', 'HLSO 101']
1233	BIO 228  Evolutionary Biology & Human Health 3.0 Credits	"This course illustrates the importance and utility of evolutionary perspectives on various topics related to human health. In addition to the ""how"" questions, this course also introduces the ""why"" questions. Various evolutionary hypotheses are examined. Arguments for and counter-arguments against each hypothesis are presented to foster understanding of each topic. Selected topics include infectious diseases, pathogen virulence, allergies/asthma, mental health/addiction, genetic disorders, diseases of civilization, sex, pregnancy, aging, and public health concerns."	BIO 228	Evolutionary Biology & Human Health 	3.0	[0. 0. 0. ... 0. 0. 0.]	['PBHL 332', 'ECON 361', 'HLSO 101', 'PBHL 321', 'NURS 308', 'PBHL 101  Public Health 101', 'PBHL 308', 'PBHL 333', 'PSCI 334', 'NURS 303']
1234	BIO 232  Discovering Antibiotics 3.0 Credits	The focus of this course is the process of research and inquiry that leads to the isolation, characterization and identification of potential antibiotic producing microbial strains and species from soil. Students will work in small groups to collaboratively design and carry out their own experiments that will isolate these microorganisms. During this course, you will learn about the structure, metabolism, nutrition, and diversity of soil microorganisms.	BIO 232	Discovering Antibiotics 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 226', 'NFS 495', 'MGMT 210', 'ENVS 383', 'BIO 128', 'IDM 213', 'BIO 220', 'BIO 221', 'ENVS 255', 'ENVS 355']
1235	BIO 244  Genetics I 3.0 Credits	Surveys Mendelian, microbial, molecular, and population genetics. Discusses model systems and analytical methods used by geneticists to understand gene functions at cellular, organismal, and population levels.	BIO 244	Genetics I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 436', 'BIO 462', 'BIO 122', 'BIO 420', 'BIO 410', 'BIO 451', 'BIO 433', 'BIO 412', 'BIO 373', 'BIO 414']
1236	BIO 256  Vertebrate Morphology and Physiology 3.0 Credits	Provides comparative study of the major vertebrate groups, relationships between physiology and organismal structure, evolutionary history, comparative anatomy, and development.	BIO 256	Vertebrate Morphology and Physiology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ENVS 254', 'BIO 257', 'ENVS 255', 'ENVS 354', 'ANTH 111', 'ENVS 355', 'BIO 225', 'HNRS 302', 'PSCI 240', 'BIO 373']
1237	BIO 257  Vertebrate Morphology & Physiology Lab 2.0 Credits	A hands-on laboratory course that complements BIO 256: Vertebrate Morphology and Physiology. Students will use comparative dissections of representative vertebrates to understand the anatomy and evolution of major vertebrate groups.	BIO 257	Vertebrate Morphology & Physiology Lab 	2.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 225', 'BIO 256', 'ENVS 255', 'BIO 389', 'ENVS 254', 'BIO 124', 'BIO 373', 'BIO 388', 'BIO 387', 'GEO 322']
1238	BIO 264  Ethnobotany 3.0 Credits	This course explores the relation between ancient/cultural botanical knowledge and its current application in modern pharmacology and alternative forms of medicine.  It provides an interdisciplinary approach to the study of plants for food, medicine, stimulation, religious rituals and death.	BIO 264	Ethnobotany 	3.0	[0. 0. 0. ... 0. 0. 0.]	['HSAD 326', 'HIST 278', 'HSCI 125', 'HIST 181', 'HIST 279', 'HIST 287', 'NURS 329', 'MUSC 123', 'HRM 120', 'HRM 120']
1239	BIO 284  Biology of Stress 3.0 Credits	This course focuses on the biological responses to the physical and psychological stress, discussing in turn stress responses in various organ systems.  Emphasis is given to the analysis and evaluation of conflicting biological evidence on stress effects.	BIO 284	Biology of Stress 	3.0	[0. 0. 0. ... 0. 0. 0.]	['MEM 430', 'ENTP 225', 'MEM 230', 'CIT 345', 'NURS 345', 'NURS 322', 'PSY 355', 'CIVE 315', 'BMES 345', 'BMES 345']
1240	BIO 285  Forensic Biology 3.0 Credits	This course will introduce students to the fascinating subject of forensic science, and specifically the role that biology can play in solving crimes. Topics being covered will include examining a crime scene, and the analysis of biological materials such as fingerprints, blood, plant material and human remains. During the course students will have to play the role of a forensic scientist, applying the knowledge that they will learn each week to see if they can determine who committed the crime. Case studies from real crimes will also be used to illustrate the points being made.	BIO 285	Forensic Biology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['CJS 369', 'THTR 121', 'CJS 365', 'BIO 314', 'CJS 200', 'CSDN 210', 'CJS 290', 'CJS 220', 'CJS 373', 'BMES 130']
1241	BIO 286  Forensic Toxicology 3.0 Credits	In this online course students will study forensic toxicology, the study of chemicals- drugs, alcohol and poisons (to name a few), in relation to legal cases. These cases may involve identification of a powder, or examination of an envelope for traces of poisons, or the analysis of a blood samples to identify and quantify the presence of a substance which may have results in intoxication or even death.	BIO 286	Forensic Toxicology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['CJS 378', 'FIN 340', 'ENGL 312', 'PPE 450', 'ENGL 307', 'NURS T180', 'NURS T280', 'NURS T380', 'NURS T480', 'CIT 480']
1242	BIO 305  Mobilizing the Scientific Method 3.0 Credits	The main intent of this STEM Connections Course is for Drexel students and the Robeson students with whom we will be partnering to experience the Scientific Method. Both sets of students, Drexel and high school partners, will be instructed with active learning pedagogical methodologies to enhance student understanding. Students in both cohorts will learn to apply the scientific method to questions about plants. This course is a Community-Based Learning Course.	BIO 305	Mobilizing the Scientific Method 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 200', 'EDLT 103', 'HIST 100', 'AS-I 101', 'CJS 378', 'EHRD 205', 'HIST 125', 'AS-I 100', 'CJS 260', 'ENGR 102']
1243	BIO 306  Biochemistry Laboratory 2.0 Credits	Covers biochemical techniques ranging from basic laboratory preparatory work such as making solutions to the measurement of enzyme kinetics and substrate specificity.	BIO 306	Biochemistry Laboratory 	2.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 164', 'CHE 308', 'PSY 460', 'MHT 226', 'MUSC 252', 'ECEE 443', 'MATE 245', 'BIO 415', 'INDE 461', 'MHT 222']
1244	BIO 311  Biochemistry 4.0 Credits	Covers bioenergetics and metabolism; enzymes, substrates, products, coenzymes, transporters, pathways (catabolic and anabolic for carbohydrates, lipids, amino acids, and nucleotides). Intracellular regulation, intercellular regulation, and how all this serves to meet the need of the cell and organism.	BIO 311	Biochemistry 	4.0	[0. 0. 0. ... 0. 0. 0.]	['CHEM 371', 'NFS 215', 'BIO 404', 'BIO 209', 'NFS 200', 'BIO 214', 'COM 150', 'FIN 321', 'BIO 122', 'BIO 466']
1245	BIO 312  Genetically Modified Foods 2.0 Credits	Covers the application of recombinant DNA techniques in the creation of genetically modified foods.  Explores the many uses of these food.  Also covers the social, ethical and environmental issues involved in the use of genetically modified foods.	BIO 312	Genetically Modified Foods 	2.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 212', 'FDSC 460', 'FDSC 458', 'FDSC 468', 'FDSC 456', 'HRM 220', 'HRM 220', 'NFS T180', 'NFS T280', 'NFS T380']
1246	BIO 314  Pharmacology 3.0 Credits	In this course, students will apply their studies of chemistry and biology to understand how drugs: are designed, affect the body, and are affected by the body.   Students can expect to learn the fundamentals of pharmacology, and to discuss current topics and novel approaches being used to design new therapeutics.	BIO 314	Pharmacology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 318', 'NFS 101', 'NURS 323', 'PSY 355', 'BMES 212', 'BMES 212', 'BIO 118', 'BMES 130', 'BMES 130', 'BMES 440']
1247	BIO 318  Biology of Cancer 3.0 Credits	In this course, students will apply their studies of cell and molecular biology to understand cancer pathology.  Starting with a fundamental knowledge of normal cellular processes, students will learn how normal processes go awry in tumor development and metastasis, and the current approaches being used to develop new cancer therapeutics.	BIO 318	Biology of Cancer 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 314', 'BIO 118', 'BIO 211', 'BIO 430', 'BIO 410', 'BIO 462', 'BIO 209', 'BMES 471', 'BMES 471', 'BMES 475']
1248	BIO 320  Microbial Pathogenesis 3.0 Credits	Covers mechanisms of pathogenesis in microbial disease: transmission, prevention, public health. Also covers molecular basis of microbial pathogenesis.	BIO 320	Microbial Pathogenesis 	3.0	[0. 0. 0. ... 0. 0. 0.]	['PBHL 311', 'BIO 221', 'BIO 462', 'BIO 220', 'BIO 222', 'PBHL 101  Public Health 101', 'BIO 430', 'BIO 244', 'NURS 327', 'FDSC 456']
1249	BIO 323  Parasitology 3.0 Credits	Parasitology explores the most predominant lifestyle on earth, parasitism. Students will learn how parasites invade and exploit their hosts, the resultant damage to the hosts, and the mechanisms by which hosts defend and protect themselves from these invaders.	BIO 323	Parasitology 	3.0	[0. 0. 0. ... 0. 0. 0.]	['GEO 103', 'CHE 498', 'BIO 124', 'GEO 102', 'EAM 211', 'SOC 230', 'DANC 316', 'GEO 325', 'WRIT 311', 'MATH 238']
1250	BIO 329  Dictyostelium Research 3.0 Credits	We will be developing and progressing molecular and cellular projects to study cellular function in Dictyostelium discoideum as a model to investigate human cellular dysfunction. This exploratory and experimental course is designed to provide opportunities for students to experience authentic laboratory investigation in the context of a course which runs like a research group. Projects progress from term to term so students are welcome to continue in subsequent terms to further progress their projects or switch to other ongoing projects.	BIO 329	Dictyostelium Research 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 433', 'BIO 462', 'BMES 471', 'BMES 471', 'PSY 490', 'PSY 491', 'PSY 492', 'PROJ 101', 'INDE 370', 'BMES 124']
1251	BIO 331  Bioinformatics I 3.0 Credits	This course uses a combination of lecture and hands-on exercises to develop computational, algorithmic, and database navigation skills used in the analysis of genes and genomes. Topics include genomic databases, genome assembly and annotation, sequence alignment, phylogenetics, and comparative genomics.	BIO 331	Bioinformatics I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ECES 441', 'BIO 332', 'ECES 450', 'MIS 343', 'NSC 202', 'BIO 413', 'INDE 367', 'BMES 484', 'BMES 484', 'CI 101']
1252	BIO 332  Bioinformatics II 3.0 Credits	This course uses a combination of lecture and hands-on exercises to develop programming and software skills used in the study of functional genomics. Topics include genetics, transcriptomics, proteomics, and metabolomics.	BIO 332	Bioinformatics II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 331', 'CI 101', 'CI 102', 'BIO 444', 'INFO 108', 'CI 103', 'HSCI 337', 'MIP 477', 'FASH 343', 'INFO 154']
